row_id,video_id,message,timestamp,time_in_seconds
27302,wYzzWC8L33Q,mengão malvadão rumo ao tetra e deca,1:12:13,4333.833
27269,wYzzWC8L33Q,falta mas2,1:00:21,3621.796
27297,wYzzWC8L33Q,á sua casa de informações sobre,1:11:11,4271.133
27293,wYzzWC8L33Q,"mais cedo eu acertei 2 gols no primeiro tempo 2 no segundo e vitória da alemanha , vitória da Espanha por mais de 2.5 , Holanda e noruega ambos marcando vitória da Holanda, vitória da Inglaterra x9.2",1:09:56,4196.588
27248,wYzzWC8L33Q,é uma briga pra sai gol no argentino,54:25,3265.619
27422,wYzzWC8L33Q,Marília sim,1:32:20,5540.474
27428,wYzzWC8L33Q,"no Santos é fácil se dá bem, quero vê no Corinthians",1:32:57,5577.669
27409,wYzzWC8L33Q,tira esse 10 do belgrano pelo amor de deus,1:31:07,5467.857
27436,wYzzWC8L33Q,"Menos de 1,5 esse jogo ai",1:33:21,5601.751
27337,wYzzWC8L33Q,kkk q isso cara,1:25:00,5100.937
27528,wYzzWC8L33Q,só mais um vem papai,1:39:22,5962.687
27518,wYzzWC8L33Q,"MetiLLi, gente. Sobrenome de origem italiana, os argentinos e uruguaios falam assim como nós. Não existe metiJi.",1:39:04,5944.327
27544,wYzzWC8L33Q,e esse carimbó ai?,1:40:12,6012.0
27354,wYzzWC8L33Q,que Deus a tenha,1:26:38,5198.461
27494,wYzzWC8L33Q,pênalti kkk,1:38:17,5897.882
27780,wYzzWC8L33Q,olha o carimbó,1:59:43,7183.404
27843,wYzzWC8L33Q,pra ficar vendo estatistica,2:04:13,7453.655
27649,wYzzWC8L33Q,dos goles,1:47:12,6432.032
27592,wYzzWC8L33Q,qual o regulamento? ainda é jogo unico?,1:44:13,6253.108
27587,wYzzWC8L33Q,mais escanteio 5,1:43:59,6239.662
27690,wYzzWC8L33Q,só têm dublê ai,1:49:47,6587.101
27677,wYzzWC8L33Q,vamos belgrano,1:48:42,6522.731
27835,wYzzWC8L33Q,kkk toma,2:03:35,7415.523
27566,wYzzWC8L33Q,"El Chino é o melhor jogador do Belgrano. Pode não estar bem hoje, mas tem potencial",1:41:19,6079.659
27691,wYzzWC8L33Q,não faz nem na bala,1:49:57,6597.469
27908,yfyhoO9qse4,e vagabundo tá la,26:01,1561.265
27872,yfyhoO9qse4,Nantes é bom e tá pra ser rebaixado. A conta não bate,6:33,393.529
27920,yfyhoO9qse4,metz já tá rebaixado isso é fato,32:52,1972.044
27900,yfyhoO9qse4,caze barriga de lama controla os estagiários,22:46,1366.313
27907,yfyhoO9qse4,E o vasco,25:58,1558.403
27893,yfyhoO9qse4,são paulo vai cobrar,19:16,1156.715
27862,yfyhoO9qse4,vamos straousburg,3:42,222.661
27895,yfyhoO9qse4,vamos para mais uma transmissão da caze,20:13,1213.021
27869,yfyhoO9qse4,flamengo,5:16,316.295
27917,yfyhoO9qse4,aonde fica Nantes,30:52,1852.479
27937,yfyhoO9qse4,e o jogo do flamengo???,48:48,2928.589
27976,yfyhoO9qse4,bora kannario,1:01:09,3669.917
28001,yfyhoO9qse4,telefone de casa com fio,1:07:22,4042.128
28007,yfyhoO9qse4,nós últimos jogo tá vindo l red pqp,1:07:43,4063.468
27966,yfyhoO9qse4,Tem que sair 1.5 gols é 7.5 escanteios,59:29,3569.783
27955,yfyhoO9qse4,bora nantes,56:36,3396.005
27929,yfyhoO9qse4,bnbxbt,45:33,2733.167
27945,yfyhoO9qse4,quero só. assistir,51:52,3112.987
28009,yfyhoO9qse4,vai canarinhos,1:07:45,4065.299
27951,yfyhoO9qse4,Nantes escapa,55:45,3345.632
28012,yfyhoO9qse4,abre o top tagalera,1:08:32,4112.143
28226,yfyhoO9qse4,"Sou de boa vista rr e gosto muito da caze tv porque é um modo natural e diferenciado do que a tv aberta, me sinto em casa",1:29:35,5375.88
28257,yfyhoO9qse4,ta no primeiro tempo?,1:35:41,5741.955
28246,yfyhoO9qse4,Kosovo campeão mundial,1:32:58,5578.595
28133,yfyhoO9qse4,nunca mais entra no Morumbis,1:19:31,4771.815
28287,yfyhoO9qse4,"Vamos voltar à frente, Nantes!",1:41:19,6079.878
28139,yfyhoO9qse4,caze tv melhor que ge,1:20:05,4805.063
28267,yfyhoO9qse4,golll,1:39:48,5988.843
28247,yfyhoO9qse4,juiz defensor mais cobçado,1:33:08,5588.254
28030,yfyhoO9qse4,kkkmkkkm,1:10:34,4234.224
28325,yfyhoO9qse4,Br meu Nantes ser campeão da segundona,2:02:14,7334.056
28327,yfyhoO9qse4,"vamos strasbourg, viraaa",2:02:45,7365.139
28323,yfyhoO9qse4,"Viva Rômulo Mendonça, praticamente o único profissional das transmissões de eventos esportivos no Brasil que sabe usar os pronomes demonstrativos (essa, esse).",2:01:19,7279.273
28330,yfyhoO9qse4,secou o barco,2:04:01,7441.694
28306,yfyhoO9qse4,vamo meu Rennesss,1:46:14,6374.323
28353,yfyhoO9qse4,mais um red strausborg do caralho,2:14:25,8065.087
28351,yfyhoO9qse4,já caiu só esqueceu de deitar ...,2:12:43,7963.63
28357,yfyhoO9qse4,vdd marcelo,2:15:20,8120.614
28312,yfyhoO9qse4,Hoje tem Flamengo,1:49:17,6557.574
28346,yfyhoO9qse4,Resultado injusto. Mas partida mais emocionante.,2:08:57,7737.662
28493,yfyhoO9qse4,nicee,2:43:53,9833.033
28530,yfyhoO9qse4,vamooo,2:48:48,10128.706
28418,yfyhoO9qse4,enciso,2:30:23,9023.37
28386,yfyhoO9qse4,"Tem data fifa, esse jogo n vale a pena entrar",2:23:22,8602.077
28383,yfyhoO9qse4,Manda um slv meus amigos,2:22:26,8546.65
28442,yfyhoO9qse4,Esse Nantes parece o Santos.,2:32:51,9171.269
28435,yfyhoO9qse4,Tmnc só falta o nantes pra fechar 5K aqui,2:32:22,9142.567
28526,yfyhoO9qse4,NANTES >>> Vasco,2:47:19,10039.912
28373,yfyhoO9qse4,Estão meu copiando aí,2:20:00,8400.477
28444,yfyhoO9qse4,nao acredito familia,2:33:00,9180.432
